1781379945	9825
1197161814	8863
1266321801	7905
1212812142	7783
1642909335	7518
1962310741	7448
1195230310	7313
1854283601	7088
1618051664	6661
1704116960	6647
1682352065	6268
1192329374	6215
1182391231	6183
2016713117	6152
1644492510	6101
1191258123	6014
1781387491	5992
1684388950	5977
1739928273	5893
1793285524	5887
1282005885	5779
1220291284	5326
1816011541	5318
1182389073	5235
1761179351	5171
1644395354	5170
1195242865	5059
1656809190	4940
1713926427	4835
1752467960	4782
1774978073	4754
1642351362	4732
1249193625	4675
1196235387	4375
1228486722	4373
1362607654	4260
1730336902	4242
1192515960	4085
1722594714	4047
1087770692	4039
1198920804	3966
2196734667	3940
1629810574	3855
1223762662	3709
1189591617	3655
1653689003	3637
1608574203	3632
1813080181	3571
1581391477	3508
1649005320	3400
1193491727	3391
1934183965	3353
1670071920	3255
1784537661	3229
1742727537	3209
1263498570	3200
1234552257	3189
1692544657	3163
2715025067	3107
1191044977	3089
1866882821	3085
1681213010	3068
1494848464	3051
1265020392	2963
1188552450	2953
1191220232	2914
2671109275	2849
1255849511	2835
1671342103	2815
1937439635	2782
1676082433	2777
1744825334	2751
1195354434	2711
2247657845	2710
1761731257	2705
1220924217	2689
1749127163	2636
1883881851	2627
1230663070	2617
1639498782	2615
1773041022	2603
1951657750	2580
1563815015	2579
2425908453	2547
1640571365	2532
1644461042	2522
1821898647	2522
1642635773	2515
1698229264	2504
1708942053	2495
2214257545	2495
2452933723	2489
1380274560	2474
1733838873	2459
2145291155	2458
1980923321	2440
1644489953	2437
1717675430	2430
1763582395	2419
1730077315	2401
1642088277	2387
1337970873	2353
1187986757	2341
1574684061	2333
1345566427	2304
1241148864	2292
1220926753	2271
1642591402	2266
1731972042	2260
1191965271	2253
1642630543	2248
1266286555	2244
1712539910	2228
1743374541	2217
1223178222	2211
1245758104	2197
1304194202	2187
2106855375	2132
1752502537	2123
1384952882	2115
1780417033	2114
1316949123	2111
1660452532	2109
2216755173	2081
1644572034	2049
1721825977	2032
1757353251	2029
1345467925	2014
1189729754	2008
1719232542	1990
1771925961	1988
1638782947	1987
1717871843	1976
2134671703	1970
1643971635	1955
1645903643	1939
2803301701	1928
2202387347	1908
1195031270	1905
1235733075	1905
1644250693	1869
1261700994	1863
1657421782	1860
1413971423	1838
1778742953	1829
1097201945	1818
1866402485	1815
2144684673	1810
2182038504	1807
1894467483	1807
1657430300	1807
1746274673	1798
1755370981	1796
1275017594	1793
1638781994	1786
1843443790	1785
1470110647	1781
2789168643	1773
1615743184	1765
1686326292	1747
2656274875	1735
1751035982	1732
1764222885	1725
2813165271	1715
1768249682	1714
1644570320	1707
1197931472	1705
1182415487	1698
1271394395	1693
1198251274	1686
2834256503	1674
1851881587	1672
1761047370	1662
1920061532	1656
1879044834	1650
1260194414	1650
1252373132	1647
1741692611	1642
1914100420	1637
2300716454	1635
1783286485	1635
1162178432	1627
1768198384	1619
1642482194	1619
1785075474	1597
1644088831	1591
1718455577	1586
1222713954	1569
1777924625	1569
1195403385	1564
1707679453	1562
1259193624	1555
1642634100	1555
1601563722	1546
1675718025	1544
1642512402	1543
1900887504	1542
1312412824	1526
3125046087	1520
1689369091	1509
