微博URL	微博内容	发表时间	UID	昵称	评论数	转发数	是否原创	是否包含图片	是否包含短链	发布来源
http://api.t.sina.com.cn/2219436372/statuses/3621803232819762	「小爸爸」真的好看！@恒熙smile 	2013-09-12 20:24:04	2219436372	不可思毅007	0	0	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3621077416711768	哥很确定，晚上举哑铃是一件力气活。。。@恒熙smile 	2013-09-10 20:19:55	2219436372	不可思毅007	2	0	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3620929718164553	教师节到了，祝沈老师和全天下老师，节日快乐！[笑哈哈]	2013-09-10 10:33:02	2219436372	不可思毅007	0	0	True	False	False	360浏览器超速版
http://api.t.sina.com.cn/2219436372/statuses/3620394244653226	顶！ // #我在看新闻# 《【家有萌宝】小臭臭《我是一只小小鸟》》 http://t.cn/z8cCBWr；观看视频：http://t.cn/z8cCBWB 来自@腾讯新闻客户端	2013-09-08 23:05:11	2219436372	不可思毅007	0	0	True	False	True	腾讯新闻客户端
http://api.t.sina.com.cn/2219436372/statuses/3620393732824392	哈哈哈 // #我在看新闻# 《【家有萌宝】北鼻风骚舞蹈秀》 http://t.cn/z8cB9Mw；观看视频：http://t.cn/z8cB9MA 来自@腾讯新闻客户端	2013-09-08 23:03:09	2219436372	不可思毅007	0	0	True	False	True	腾讯新闻客户端
http://api.t.sina.com.cn/2219436372/statuses/3620392768165890	说实话，挺感人的。 // #我在看新闻# 《实拍日本学生毕业跳快闪舞谢师恩》 http://t.cn/z8S7YID；观看视频：http://t.cn/z8S7YIk 来自@腾讯新闻客户端	2013-09-08 22:59:21	2219436372	不可思毅007	0	0	True	False	True	腾讯新闻客户端
http://api.t.sina.com.cn/2219436372/statuses/3618180452881573	终于在网上看完致青春，只有附庸的笑笑而已，却没有让我真感动的环节，除了有几分熟悉的校园和宿舍，那里面的同学感却不强烈，一个致青春的校园电影，居然没有那个年代的星际争霸，那个年代的校园门口小吃排档，那个年代的足球场。。失败。。	2013-09-02 20:28:25	2219436372	不可思毅007	0	0	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3617091821401915	多年好友，小师妹刘咏艺将要和王正刚大哥结婚啦，喜讯传来，很是开心，祝你们百年好合，早得贵子！哈哈@逆飞的风筝 	2013-08-30 20:22:33	2219436372	不可思毅007	1	0	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3616246417565364	真的女汉子@恒熙smile 	2013-08-28 12:23:14	2219436372	不可思毅007	1	0	True	True	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3616049298133340	今晚先进行小范围欢送我的领导佐佐木先生，吃的是成都在上海开的正宗蜀九香。。。味道还真地道。。。#美图秀秀iPhone版#	2013-08-27 23:19:56	2219436372	不可思毅007	4	0	True	True	False	美图秀秀iPhone版
http://api.t.sina.com.cn/2219436372/statuses/3611647665466592	牙疼。。。淋巴肿了。。。 我在:http://t.cn/zQmzIxx	2013-08-15 19:49:28	2219436372	不可思毅007	1	0	True	False	True	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3610820447700431	上海还真有这样的欢乐小剧场呢，小伙伴们，看过来。。。@有理想的刘海鹏 @恒熙smile	2013-08-13 13:02:23	2219436372	不可思毅007	0	0	True	True	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3609109683490990	恭喜干姐干姐夫喜结良缘。。。@艾米琪琪 @加菲毛球 @恒熙smile  我在这里:http://t.cn/zHeElJG	2013-08-08 19:44:24	2219436372	不可思毅007	1	0	True	False	True	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3608014546542059	【南方将出现今年最强劲高温 7省市超40℃】 (@新浪新闻客户端)靠。。。。@恒熙smile  http://t.cn/zQK4Iqs	2013-08-05 19:12:42	2219436372	不可思毅007	0	0	True	False	True	新浪新闻iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3606192469471006	据说，在上海的非洲黑娃说，上海的夏天比他老家还热一倍。。。靠，那黑娃还那么黑？？？	2013-07-31 18:32:27	2219436372	不可思毅007	1	0	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3605726850769395	办公室的男厕所，打扫卫生的大妈如入无人之境，各位大哥们站着方便，也相当无奈。。。	2013-07-30 11:42:15	2219436372	不可思毅007	6	0	True	False	False	360浏览器超速版
http://api.t.sina.com.cn/2219436372/statuses/3605061626620574	上海确有恐怖的热。。。	2013-07-28 15:38:54	2219436372	不可思毅007	0	0	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3604057614508446	 中哥太太下厨弄了好吃的，今天吃得饱饱的。@恒熙smile 还有他可爱的女儿小Q。。。	2013-07-25 21:09:17	2219436372	不可思毅007	3	0	True	True	False	美图秀秀iPhone版
http://api.t.sina.com.cn/2219436372/statuses/3603628998743667	大热，沪杭。。。	2013-07-24 16:46:08	2219436372	不可思毅007	0	0	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3601481729366063	出差几个地方下来，经销商压力都很大，今年经济形势又下滑得厉害，厂家商家都负重前行。。。	2013-07-18 18:33:38	2219436372	不可思毅007	0	0	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3600820350696110	真受不了自己，夏天，只要一吃有点辣的东西，立马头发里，额头上一秒钟就渗出汗来了。。。	2013-07-16 22:45:32	2219436372	不可思毅007	2	0	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3599945095684294	看看这人肉里脊，多美味，在外企工作能不过劳么，压力大，奔波苦，思想紧张，吃的混杂，肠胃炎，湿毒重。。。@恒熙smile 	2013-07-14 12:47:37	2219436372	不可思毅007	4	0	True	True	False	美图秀秀iPhone版
http://api.t.sina.com.cn/2219436372/statuses/3599379451812678	今日新闻，中国已成“过劳死”第一大国。。。75末85前成为主力。。。	2013-07-12 23:19:54	2219436372	不可思毅007	2	0	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3598816471177924	在现在这种天气情况，飞机延误已成家常便饭，去往厦门的航班又延误了，何时起飞还不知道。。。@恒熙smile 我在这里:http://t.cn/zHeM85O	2013-07-11 10:02:52	2219436372	不可思毅007	1	0	True	False	True	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3598298172403205	看着牛亮推荐的电视剧《永不消逝的电波》，真的很好看很感人，在敌后工作的艰辛只有同志们知道呀，电视剧充满了人文情怀，即使在那样惨淡的岁月里。。一份理想坚持不已，一份真情坚守更难，电波终会消逝，岁月必定随风，风雨如晦，鸡鸣不已。。。	2013-07-09 23:43:20	2219436372	不可思毅007	0	1	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3598228970821715	瞌睡来兮流了。。。@恒熙smile 我在:http://t.cn/zQAGJd4	2013-07-09 19:08:20	2219436372	不可思毅007	0	0	True	False	True	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3597466052481314	靠，住的附近找个游泳地方都没有，找到一个还是儿童池，还只能办月卡。。。放弃。。。@恒熙smile 我在:http://t.cn/zQZMjNZ	2013-07-07 16:36:48	2219436372	不可思毅007	0	0	True	False	True	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3596781340429631	最近看了那么些歌唱类选秀节目，说实话，没有任何一首歌真正把我唱感动了的，虽然有那么些故事听起来让人含泪。。。真的，除了湖南卫视年初的《我是歌手》带来的真正音乐与灵魂的触碰，即便现在听来，也会清晰感到内心有一根脆弦在为之颤动。。。这才是灵魂歌者给出的音乐力量。。。	2013-07-05 19:15:59	2219436372	不可思毅007	5	0	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3596323062083611	中国最强音过罢，中国梦之声，快男，还有第二季中国好声音。。。到处都是歌声嘹亮。。。中国真是一个爱唱歌的国家。。。	2013-07-04 12:54:58	2219436372	不可思毅007	4	2	True	False	False	360浏览器超速版
http://api.t.sina.com.cn/2219436372/statuses/3596035785838336	关于这个世界的正确价值观判断，总是有一些公知还是愿意发出正确的声音，这个社会生的疾病是从思想根源体制弊端出来的，正确的判断和声音总被一些更为强大处处标榜为人民的提法给抹杀，体制已然是雷区，被炸死的岂止是恶鬼，更多是被裹挟的冤魂。//@薛蛮子: 转发微博@男洋 @恒熙smile @孟意明	2013-07-03 17:53:25	2219436372	不可思毅007	2	0	False	False	False	360浏览器超速版
http://api.t.sina.com.cn/2219436372/statuses/3595585095738280	夏天，来了。。。	2013-07-02 12:02:32	2219436372	不可思毅007	4	0	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3592486511606739	星空在望，凡尘弱念，那年，曾有浮华度过，极美的记忆，是同望银河的美丽眼眸，让我们笃信，有永恒。。。@恒熙smile	2013-06-23 22:49:52	2219436372	不可思毅007	7	0	True	True	False	iPhone客户端
